parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
I39100701 0020,county_only,DAYTON CITY OF,VALLEY CREST DR,,400,Commercial vacant land,C,0000.13600,000000000000.00,000000000000.00,N,,,Y,,,
K45 02602 0011,both,DAYTON CITY OF,AUSTIN BLVD,,300,"Industrial, vacant land",I,0115.85380,000000855950.00,000000000000.00,N,,,Y,39113-050103-1,,
K45 02602 0058,both,DAYTON CITY OF,AUSTIN BLVD,,300,"Industrial, vacant land",I,0023.74400,000000175910.00,000000000000.00,N,,,Y,39113-050103-4,,
K45 02602 0059,both,DAYTON CITY OF,AUSTIN BLVD,,300,"Industrial, vacant land",I,0001.54000,000000011130.00,000000000000.00,N,,,Y,39113-050103-1,,
K45 02602 0083,county_only,DAYTON CITY OF,AUSTIN BLVD,,300,"Industrial, vacant land",I,0006.81100,000000049220.00,000000000000.00,N,,,Y,,,
M58100502 0021,county_only,DAYTON CITY OF,11534 PETERS PIKE,,500,"Residential vacant land, lot",R,0000.28400,000000000000.00,000000000000.00,N,,,Y,,,
R72 00104 0048,county_only,DAYTON CITY OF,GIBBS LN,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 00111 0004,county_only,THE CITY OF DAYTON OHIO,UPPER AVE,DAYTON,300,"Industrial, vacant land",I,0000.51500,000000006040.00,000000000000.00,N,,,Y,39113-004600-1,39.749526053804225,-84.24340271725528
R72 00111 0005,county_only,THE CITY OF DAYTON OHIO,UPPER AVE,DAYTON,300,"Industrial, vacant land",I,0000.43000,000000005050.00,000000000000.00,N,,,Y,39113-004600-1,39.74945716216234,-84.24284543563378
R72 00111 0010,county_only,THE CITY OF DAYTON OHIO,THIRD ST,DAYTON,300,"Industrial, vacant land",I,0001.05100,000000005390.00,000000000000.00,N,,,Y,,39.75162493055707,-84.23764572919033
R72 00111 0013,county_only,THE CITY OF DAYTON OHIO,THIRD ST,DAYTON,300,"Industrial, vacant land",I,0000.53800,000000002760.00,000000000000.00,N,,,Y,,39.75146599467492,-84.2385383915845
R72 00604 0003,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,,
R72 00609 0020,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,,
R72 00612 0118,county_only,DAYTON CITY OF,E 3RD ST,DAYTON,500,"Residential vacant land, lot",R,0000.00800,000000000000.00,000000000000.00,N,,,Y,,,
R72 00702 0011,county_only,DAYTON CITY OF,PATTERSON BLVD,DAYTON,400,Commercial vacant land,C,0000.41600,000000000000.00,000000000000.00,N,,,Y,,,
R72 01005 0030,county_only,DAYTON CITY OF,1ST ST,DAYTON,400,Commercial vacant land,C,0001.88790,000000103010.00,000000000000.00,N,,,Y,,39.7655851597438,-84.1738516156098
R72 01012 0001,county_only,CITY OF DAYTON,FINDLAY ST,DAYTON,400,Commercial vacant land,C,0000.23860,000000000000.00,000000000000.00,N,,,Y,,,
R72 01012 0002,county_only,CITY OF DAYTON,FINDLAY ST,DAYTON,400,Commercial vacant land,C,0000.06710,000000000000.00,000000000000.00,N,,,Y,,,
R72 01012 0003,county_only,CITY OF DAYTON,FINDLAY ST,DAYTON,400,Commercial vacant land,C,0000.15140,000000000000.00,000000000000.00,N,,,Y,,,
R72 01104 0035,county_only,DAYTON CITY OF,E 1ST ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 01204 0084,both,DAYTON CITY OF,ROADWAY,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-001900-2,39.75915625631233,-84.17305774438427
R72 01204 0085,both,DAYTON CITY OF,E 5TH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-001900-2,39.759167597182206,-84.17298813848248
R72 01206 0071,county_only,DAYTON CITY OF,3RD & BECKEL,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 01207 0088,county_only,DAYTON CITY OF,1717 E 5TH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 01309 0004,both,DAYTON CITY OF,58 60 DRUMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002260.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-6,39.75774263352843,-84.16919764779138
R72 01309 0013,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75856547424488,-84.16953126099702
R72 01310 0049,both,CITY OF DAYTON,118 SAMUEL ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002510.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-6,39.75703100113953,-84.16796120855314
R72 01404 0055,county_only,DAYTON CITY OF,JONES ST,DAYTON,400,Commercial vacant land,C,0000.00100,000000000000.00,000000000000.00,N,,,Y,,,
R72 01610 0054,county_only,DAYTON CITY OF,S PATTERSON BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 01704 0069,county_only,DAYTON CITY OF,WASHINGTON & LONGWORTH ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 01707 0012,both,DAYTON CITY OF,STOUT ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,Water,,Y,39113-003404-1,39.74631801393885,-84.19347803693354
R72 01710 0008,both,DAYTON CITY OF,S MAIN ST,DAYTON,400,Commercial vacant land,C,0000.03830,000000000000.00,000000000000.00,N,,,Y,39113-003404-1,39.750499064858296,-84.18952305072305
R72 01711 0071,county_only,DAYTON CITY OF,PATTERSON BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 01801 0043,county_only,DAYTON CITY OF,S PATTERSON BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 01803 0080,county_only,DAYTON CITY OF,S MAIN ST,DAYTON,400,Commercial vacant land,C,0000.02670,000000000000.00,000000000000.00,N,,,Y,,,
R72 01804 0111,county_only,DAYTON CITY OF,BRADY ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 01910 0050,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.752453055410506,-84.17856619864675
R72 01910 0059,both,CITY OF DAYTON,ROADWAY,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-003404-2,39.75182098803142,-84.17741118952283
R72 01910 0060,both,CITY OF DAYTON,ROADWAY,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-003404-2,39.75266225299239,-84.17834002826967
R72 02004 0039,both,CITY OF DAYTON,539 CORWIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002840.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-1,39.753713582725815,-84.17280161413392
R72 02103 0050,both,DAYTON CITY OF,45 SHERMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003160.00,000000000000.00,N,,,Y,39113-001900-6,39.756654349496834,-84.16355862648626
R72 02103 0051,both,DAYTON CITY OF,SHERMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003220.00,000000000000.00,N,,,Y,39113-001900-6,39.75678565869308,-84.1634153726719
R72 02103 0052,both,DAYTON CITY OF,53 SHERMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003220.00,000000000000.00,N,,,Y,39113-001900-6,39.75663284506661,-84.16333400307742
R72 02103 0063,both,CITY OF DAYTON,1526 MCLAIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002020.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-6,39.757356451338865,-84.16400228075972
R72 02104 0001,both,DAYTON CITY OF,100 102 MCREYNOLDS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002520.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-6,39.75759140239705,-84.1669768040174
R72 02104 0007,both,CITY OF DAYTON,124 MCREYNOLDS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001990.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-6,39.75710992369649,-84.16704175942547
R72 02104 0044,county_only,"DAYTON CITY OF, OHIO",125 127 BOLTIN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003520.00,000000000000.00,N,,,Y,39113-001900-6,39.75699848589419,-84.16619586043724
R72 02104 0055,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75724921344693,-84.16586635648187
R72 02204 0040,both,CITY OF DAYTON,52 VAN LEAR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001860.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-4,39.76289496809577,-84.1618611149792
R72 02204 0103,both,DAYTON CITY OF,68 GARFIELD ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003150.00,000000000000.00,N,Public Works,Other,Y,39113-001900-4,39.762934436825184,-84.16004755796425
R72 02301 0049,both,DAYTON CITY OF,109 SHERMAN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002570.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-6,39.75662972345645,-84.16270554325733
R72 02401B0008,both,CITY OF DAYTON,CLOVER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001340.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-4,39.752475386189175,-84.16005293754586
R72 02407B0016,both,DAYTON CITY OF,1159 BEAUMONT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006810.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-3,39.74884349785206,-84.16291335044667
R72 02412 0035,both,CITY OF DAYTON,1032 CLOVER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002850.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-4,39.75215923002464,-84.16104838992108
R72 02412 0052,both,CITY OF DAYTON,541 PARROT ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004580.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-4,39.7512553361119,-84.16110331773106
R72 02412 0056,both,CITY OF DAYTON,626 HULBERT ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004580.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-4,39.751547695767314,-84.16197827964767
R72 02502 0049,both,DAYTON CITY OF,525 STEELE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004490.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-3,39.75204178689789,-84.16790571178544
R72 02504 0037,both,DAYTON CITY OF,211 FILLMORE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003480.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-2,39.74935128111819,-84.16948123635751
R72 02505 0003,both,DAYTON CITY OF,146 FILLMORE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004340.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-3,39.75019080541215,-84.16895356429127
R72 02509 0053,both,CITY OF DAYTON,95 DOVER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003970.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-3,39.75040730530652,-84.16686354074386
R72 02604 0021,both,DAYTON CITY OF,362 QUITMAN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004710.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-2,39.74996019465039,-84.17240916334289
R72 02605 0024,both,CITY OF DAYTON,101 HAWKER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005490.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-2,39.7505577050456,-84.17082647784983
R72 02605 0033,both,CITY OF DAYTON,135 HAWKER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004140.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-2,39.74977941072904,-84.17084325301606
R72 02607 0019,both,DAYTON CITY OF,432 QUITMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000004000.00,000000000000.00,N,Economic Development,Surplus,Y,39113-002200-2,39.749001088036245,-84.17131548583305
R72 02607 0025,both,CITY OF DAYTON,424 QUITMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000004490.00,000000000000.00,N,Economic Development,Surplus,Y,39113-002200-2,39.749130263978195,-84.17149995163064
R72 02607 0033,both,CITY OF DAYTON,205 HAWKER ST,DAYTON,500,"Residential vacant land, lot",R,0000.06700,000000003110.00,000000000000.00,N,Economic Development,,Y,39113-002200-2,39.7493787682117,-84.17082653840305
R72 02607 0040,both,DAYTON CITY OF,HAWKER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001900.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-2,39.74877264292325,-84.17072342161704
R72 02607 0041,both,DAYTON CITY OF,462 QUITMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000004880.00,000000000000.00,N,Economic Development,Surplus,Y,39113-002200-2,39.74838867069277,-84.17074586327006
R72 02607 0042,both,DAYTON CITY OF,QUITMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001340.00,000000000000.00,N,Economic Development,Surplus,Y,39113-002200-2,39.748304663265166,-84.17070427413196
R72 02607 0043,both,CITY OF DAYTON,460 QUITMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002840.00,000000000000.00,N,Economic Development,Surplus,Y,39113-002200-2,39.74845623160874,-84.17082219700931
R72 02608 0001,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74820416194895,-84.17251289855461
R72 02608 0030,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74815413254176,-84.17217018211554
R72 02608 0033,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74812080792799,-84.1720057919893
R72 02608 0037,both,DAYTON CITY OF,25 LATHROP AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002550.00,000000000000.00,N,Planning,Surplus,Y,39113-002200-2,39.74809932765435,-84.17158549142817
R72 02608 0039,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74837784961868,-84.17212874317397
R72 02608 0047,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74822551814539,-84.17197130292705
R72 02609 0001,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74788144437475,-84.17223141762184
R72 02609 0005,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74780714670673,-84.17196109730523
R72 02609 0007,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74780200722811,-84.17185102364708
R72 02609 0009,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.747674877865045,-84.17165439519628
R72 02609 0010,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.747715480092594,-84.17147330560552
R72 02609 0011,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.74771595787082,-84.1713202189054
R72 02609 0013,both,CITY OF DAYTON,633 WYOMING ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002870.00,000000000000.00,N,Economic Development,Development,Y,39113-002200-2,39.74770483304369,-84.17113852942298
R72 02609 0020,both,DAYTON CITY OF,309 HAWKER ST,DAYTON,500,"Residential vacant land, lot",R,0000.05280,000000002750.00,000000000000.00,N,Economic Development,Development,Y,39113-002200-2,39.74763341173971,-84.17075619829897
R72 02609 0021,both,DAYTON CITY OF,305 HAWKER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002830.00,000000000000.00,N,Economic Development,Development,Y,39113-002200-2,39.747743436240775,-84.1707446157617
R72 02809 0091,county_only,DAYTON CITY OF,E STEWART ST,DAYTON,400,Commercial vacant land,C,0000.00300,000000000000.00,000000000000.00,N,,,Y,,,
R72 02809 0102,county_only,DAYTON CITY OF,E STEWART ST,DAYTON,400,Commercial vacant land,C,0000.00200,000000000000.00,000000000000.00,N,,,Y,,,
R72 02811 0089,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00440,000000000000.00,000000000000.00,N,,,Y,,,
R72 02811 0090,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00890,000000000000.00,000000000000.00,N,,,Y,,,
R72 02811 0091,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00440,000000000000.00,000000000000.00,N,,,Y,,,
R72 02811 0092,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00920,000000000000.00,000000000000.00,N,,,Y,,,
R72 02811 0093,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00200,000000000000.00,000000000000.00,N,,,Y,,,
R72 02811 0094,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,400,Commercial vacant land,C,0000.00110,000000000000.00,000000000000.00,N,,,Y,,,
R72 02811 0095,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,400,Commercial vacant land,C,0000.00480,000000000000.00,000000000000.00,N,,,Y,,,
R72 02906 0031,county_only,DAYTON CITY OF,BROWN ST,DAYTON,400,Commercial vacant land,C,0000.00400,000000000000.00,000000000000.00,N,,,Y,,,
R72 03007 0015,county_only,DAYTON CITY OF,RIVER PARK & OLD RIVER,DAYTON,400,Commercial vacant land,C,0002.88600,000000000000.00,000000000000.00,N,,,Y,,,
R72 03101 0040,county_only,DAYTON CITY OF,STEWART ST,DAYTON,400,Commercial vacant land,C,0000.00100,000000000000.00,000000000000.00,N,,,Y,,,
R72 03102 0046,county_only,DAYTON CITY OF,BROWN ST,DAYTON,400,Commercial vacant land,C,0000.00300,000000000000.00,000000000000.00,N,,,Y,,,
R72 03401 0047,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,400,Commercial vacant land,C,0000.08970,000000000000.00,000000000000.00,N,,,Y,,,
R72 03401 0049,county_only,DAYTON CITY OF,WAYNE AVE,DAYTON,400,Commercial vacant land,C,0000.00110,000000000000.00,000000000000.00,N,,,Y,,,
R72 03405 0047,county_only,CITY OF DAYTON,WAYNE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00030,000000000000.00,000000000000.00,N,,,Y,,,
R72 03501 0021,both,DAYTON CITY OF,1600 WYOMING ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000005130.00,000000000000.00,N,,,Y,39113-003300-3,39.74667964944674,-84.15884928601216
R72 03509 0023,county_only,DAYTON CITY OF,26 WOODROW TER,DAYTON,500,"Residential vacant land, lot",R,0000.09480,000000006360.00,000000000000.00,N,,,Y,39113-003300-5,39.740885198854095,-84.1635592996265
R72 04301 0052,county_only,DAYTON CITY OF,SMITHVILLE & BURKHARDT,DAYTON,400,Commercial vacant land,C,0000.01000,000000000000.00,000000000000.00,N,,,Y,,,
R72 04404 0001,both,DAYTON CITY OF,29 BURKHARDT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002320.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-2,39.76146899150584,-84.15495409939906
R72 04405 0058,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.76056758770522,-84.15345563623616
R72 04405 0063,both,CITY OF DAYTON,142 144 MARTZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004120.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-2,39.76006744083653,-84.15348293810717
R72 04409 0036,both,CITY OF DAYTON,213 S HARBINE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000360.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-2,39.762204041562065,-84.14898322462128
R72 04409 0037,both,CITY OF DAYTON,217 S HARBINE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000730.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-2,39.762115209328044,-84.14905223709609
R72 04503 0039,both,CITY OF DAYTON,2135 E 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003220.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-1,39.76426794275654,-84.16359455002751
R72 04504 0036,both,CITY OF DAYTON,2245 E THIRD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000610.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-1,39.764823882642936,-84.16100541530074
R72 04504 0038,both,CITY OF DAYTON,THIRD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000510.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-1,39.76483966819607,-84.16091026053587
R72 04506 0033,both,DAYTON CITY OF,E 1ST ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001310.00,000000000000.00,N,Public Works,Other,Y,39113-001900-1,39.767172202983375,-84.16229757220711
R72 04506 0037,county_only,CITY OF DAYTON,GARFIELD ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001750.00,000000000000.00,N,,,Y,39113-001900-1,39.76683538456322,-84.1618448054978
R72 04510 0077,both,DAYTON CITY OF,70 TORRENCE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002570.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-4,39.76308522601806,-84.15877594554115
R72 04511 0016,both,DAYTON CITY OF,TORRENCE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002450.00,000000000000.00,N,Planning,Surplus,Y,39113-001900-4,39.76157489371258,-84.15852445091741
R72 04511 0037,county_only,CITY OF DAYTON OHIO,2515 E 5TH ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003300.00,000000000000.00,N,,,Y,39113-001900-4,39.76125587595367,-84.15797965570079
R72 04604 0018,both,CITY OF DAYTON,2805 2807 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004630.00,000000000000.00,N,Planning,Surplus,Y,39113-002000-1,39.7658080404228,-84.15432009102565
R72 04607 0044,both,DAYTON CITY OF,140 S PHILADELPHIA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004330.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-1,39.76216532177671,-84.1548348779979
R72 04608 0063,both,CITY OF DAYTON,3029 3031 E 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000860.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-1,39.76240058487603,-84.15137522123248
R72 04608 0074,both,DAYTON CITY OF,MCGEE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004270.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-1,39.763032785418034,-84.15115886374853
R72 04609 0056,both,DAYTON CITY OF,52 MONMOUTH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000590.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-1,39.764038719385454,-84.15400410981078
R72 04706 0059,county_only,CITY OF DAYTON OHIO,65 HARBINE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000660.00,000000000000.00,N,,,Y,39113-002300-1,39.764701725391596,-84.14963651250194
R72 04709 0037,both,DAYTON CITY OF,48 S HEDGES ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004160.00,000000000000.00,N,Planning,Surplus,Y,39113-002300-1,39.76540468905039,-84.14835356152118
R72 04807A0013,both,CITY OF DAYTON,S SMITHVILLE RD,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000006640.00,000000000000.00,N,,,Y,39113-002500-1,39.76159056009526,-84.13776390396708
R72 04811 0024,both,DAYTON CITY OF,436 BLACKWOOD AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000006050.00,000000000000.00,N,Public Works,Other,Y,39113-002000-2,39.774740345917785,-84.13714502160559
R72 04909 0066,county_only,CITY OF DAYTON,SPRINGFIELD ST,DAYTON,500,"Residential vacant land, lot",R,0000.00200,000000000000.00,000000000000.00,N,,,Y,,,
R72 04912 0022,both,CITY OF DAYTON,SPRINGFIELD ST,DAYTON,500,"Residential vacant land, lot",R,0001.24000,000000031740.00,000000000000.00,N,Public Works,Other,Y,,39.779328478677144,-84.14084831629812
R72 05101 0044,county_only,DAYTON CITY OF,RITA ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 05106 0073,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.78365713102639,-84.16176920846083
R72 05202 0065,both,DAYTON CITY OF,1311 RAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002560.00,000000000000.00,N,Planning,Surplus,Y,39113-001800-2,39.77732924169179,-84.17631872266283
R72 05207 0020,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.779730148571936,-84.17086765344898
R72 05207 0051,both,CITY OF DAYTON,116 BALTIMORE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003160.00,000000000000.00,N,Planning,Surplus,Y,39113-001800-2,39.778522337147926,-84.1706536253826
R72 05208 0067,both,DAYTON CITY OF,94 BALTIMORE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002150.00,000000000000.00,N,Planning,Surplus,Y,39113-001800-3,39.77789356741123,-84.17065277289909
R72 05306 0001,county_only,DAYTON CITY OF,1516 CHAPEL ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000008050.00,000000000000.00,N,,,Y,39113-001800-3,39.77444187589115,-84.17259119036152
R72 05307 0069,both,CITY OF DAYTON,616 618 HART ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003350.00,000000000000.00,N,Planning,Surplus,Y,39113-001800-3,39.775254087014005,-84.17147555077618
R72 05310 0040,county_only,DAYTON CITY OF,ST RT 4,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 05409 0075,county_only,DAYTON CITY OF,VALLEY ST,DAYTON,400,Commercial vacant land,C,0000.00270,000000000000.00,000000000000.00,N,,,Y,,,
R72 05507 0032,both,CITY OF DAYTON,DETRICK ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000950.00,000000000000.00,N,,,Y,39113-001700-1,39.76902722697446,-84.18048972117451
R72 05608 0015,both,DAYTON CITY OF,727 KEOWEE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000780.00,000000000000.00,N,Planning,Surplus,Y,39113-001700-1,39.77460691324547,-84.18195744043626
R72 05608 0016,both,DAYTON CITY OF,731 KEOWEE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000980.00,000000000000.00,N,Planning,Surplus,Y,39113-001700-1,39.774691231993565,-84.18201282236924
R72 05608 0044,both,DAYTON CITY OF,708 KEOWEE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001000.00,000000000000.00,N,Planning,Surplus,Y,39113-001700-1,39.7743889257371,-84.18124550674369
R72 05706 0189,county_only,DAYTON CITY OF,1401 KEOWEE ST,DAYTON,400,Commercial vacant land,C,0000.00090,000000000000.00,000000000000.00,N,,,Y,39113-001700-1,,
R72 05711 0051,county_only,DAYTON CITY OF,CANAL LAND,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 05714 0033,county_only,CITY OF DAYTON,KEOWEE ST,DAYTON,400,Commercial vacant land,C,0000.03400,000000000000.00,000000000000.00,N,,,Y,,,
